yr_m,port,in_jp,in_fr,in_tr,em_jp,em_fr,em_tr
2008-10-01,嘉 手 納(空港),14,110,0,8,114,0
2008-10-01,平良,6,1436,0,15,0,0
2008-10-01,石垣,223,6645,0,4,4043,0
2008-10-01,普 天 間(空港),0,7,0,0,2,0
2008-10-01,石　　 垣(空港),0,0,0,0,0,0
2008-10-01,本部,0,0,0,0,0,0
2008-10-01,金武中城,0,0,0,0,2,0
2008-10-01,その他,3,4,0,4,37,0
2008-11-01,釧路,0,0,0,0,0,0
2008-11-01,稚内,0,0,0,0,0,0
2008-11-01,根室,0,0,0,0,0,0
2008-11-01,小樽,0,99,0,1,109,0
2008-11-01,室蘭,0,0,0,0,0,0
2008-11-01,函館,0,1,0,39,0,0
2008-11-01,留萌,0,0,0,0,0,0
2008-11-01,苫小牧,1,2,0,1,0,0
2008-11-01,新 千 歳(空港),8548,17686,0,8130,17842,0
2008-11-01,網走,0,0,0,0,0,0
2008-11-01,花咲,0,0,0,0,0,0
2008-11-01,紋別,0,0,0,0,0,0
2008-11-01,函　　 館(空港),213,2917,0,211,2545,0
2008-11-01,釧　　 路(空港),0,346,0,1,369,0
2008-11-01,帯　　 広(空港),1,406,0,0,534,0
2008-11-01,石狩湾,0,0,0,0,0,0
2008-11-01,女 満 別(空港),0,220,0,0,226,0
2008-11-01,旭　　 川(空港),603,1645,0,607,1575,0
2008-11-01,中標津（空港）,0,0,0,0,0,0
2008-11-01,青森,0,0,0,0,0,0
2008-11-01,八戸,0,0,0,0,0,0
2008-11-01,釜石,0,0,0,0,0,0
2008-11-01,仙台塩釜,5,3,0,0,0,0
2008-11-01,小名浜,41,0,0,0,0,0
2008-11-01,酒田,0,0,0,0,0,0
2008-11-01,秋田船川,0,0,0,0,0,0
2008-11-01,宮古,0,0,0,0,0,0
2008-11-01,大船渡,0,0,0,0,0,0
2008-11-01,石巻,0,0,0,0,0,0
2008-11-01,三　　 沢(空港),0,0,0,0,0,0
2008-11-01,八　　 戸（空港）,0,0,0,0,0,0
2008-11-01,仙　　 台(空港),6932,3309,0,6724,4117,0
2008-11-01,秋　　 田(空港),670,495,0,722,976,0
2008-11-01,山　　 形(空港),77,0,0,77,0,0
2008-11-01,花　　 巻(空港),367,1308,0,364,1327,0
2008-11-01,青　　 森(空港),592,1806,29,913,1563,37
2008-11-01,庄　　 内(空港),0,0,0,0,0,0
2008-11-01,福　　 島(空港),1231,1224,0,1307,1503,0
2008-11-01,東京,0,6,0,4,3,0
2008-11-01,千葉,0,3,0,6,2,0
2008-11-01,新潟,0,0,0,0,0,0
2008-11-01,直江津,0,0,0,0,0,0
2008-11-01,横　　 田(空港),14,213,0,16,227,0
2008-11-01,鹿島,0,0,0,0,1,0
2008-11-01,木更津,0,2,0,7,1,0
2008-11-01,二見,3,0,0,0,135,0
2008-11-01,柏崎,0,0,0,0,0,0
2008-11-01,日立,0,0,0,0,0,0
2008-11-01,新　　 潟(空港),5588,2270,0,5550,2386,0
2008-11-01,羽　　 田(空港),64054,40192,95,61090,39486,96
2008-11-01,成　　 田(空港),680746,295905,8280,667172,327595,7798
2008-11-01,横浜,442,18,0,736,794,0
2008-11-01,横須賀,0,0,0,0,3,0
2008-11-01,川崎,0,1,0,2,8,0
2008-11-01,厚　　 木(空港),0,0,0,0,4,0
2008-11-01,入　　 間(空港),0,0,0,0,0,0
2008-11-01,硫黄島（空港）,0,0,0,0,0,0
2008-11-01,松　　 本(空港),378,4,0,286,4,0
2008-11-01,清水,0,0,0,1,1,0
2008-11-01,田子の浦,0,0,0,0,0,0
2008-11-01,焼津,0,1,0,0,0,0
2008-11-01,浜　　 松(空港),0,0,0,0,0,0
2008-11-01,中　　 部（空港）,140757,38676,75,140041,40857,0
2008-11-01,名古屋,3,6,0,2,5,0
2008-11-01,四日市,0,0,0,0,0,0
2008-11-01,敦賀,0,0,0,0,0,0
2008-11-01,七尾,0,0,0,1,1,0
2008-11-01,名 古 屋(空港),120,24,0,113,15,0
2008-11-01,衣浦,0,0,0,1,1,0
2008-11-01,金沢,0,0,0,0,0,0
2008-11-01,小　　 松(空港),2107,1432,0,2229,1596,0
2008-11-01,富　　 山(空港),1940,1467,0,2022,1308,0
2008-11-01,福井（新）,0,0,0,0,3,0
2008-11-01,伊勢湾シーバース,0,0,0,0,0,0
2008-11-01,福　　 井(空港),0,0,0,0,0,0
2008-11-01,能　　 登(空港),0,0,0,0,148,0
2008-11-01,三河,1,1,0,2,5,0
2008-11-01,伏木富山,4,599,0,4,627,0
2008-11-01,関　　 西(空港),265746,121867,514,258622,118008,435
2008-11-01,大阪,445,4230,0,428,4236,0
2008-11-01,舞鶴,0,17,0,0,14,0
2008-11-01,堺,0,0,0,1,3,0
2008-11-01,有田,0,0,0,0,0,0
2008-11-01,白　　 浜(空港),0,0,0,0,0,0
2008-11-01,和歌山下津,0,0,0,0,1,0
2008-11-01,神戸,66,1122,0,414,309,0
2008-11-01,姫路,0,0,0,0,0,0
2008-11-01,東播磨,0,0,0,0,0,0
2008-11-01,但　　 馬(空港),0,0,0,0,0,0
2008-11-01,尼崎西宮芦屋,0,0,0,0,0,0
2008-11-01,坂出,1,0,0,0,0,0
2008-11-01,新居浜,0,0,0,0,0,0
2008-11-01,松山,0,0,0,0,398,0
2008-11-01,徳島小松島,0,0,0,0,0,0
2008-11-01,高知,0,0,0,0,0,0
2008-11-01,今治,0,0,0,0,0,0
2008-11-01,高松,0,0,0,3,0,0
2008-11-01,大西,0,0,0,0,4,0
2008-11-01,須崎,0,0,0,0,0,0
2008-11-01,波方,0,0,0,0,2,0
2008-11-01,直島,0,0,0,0,0,0
2008-11-01,松　　 山(空港),1011,390,0,1015,400,0
2008-11-01,高　　 知(空港),180,0,0,0,15,0
2008-11-01,徳　　 島(空港),0,0,0,0,0,0
2008-11-01,高　　 松(空港),1365,760,0,1392,617,0
2008-11-01,広島,247,16,0,0,2,0
2008-11-01,尾道糸崎,0,1,0,0,3,0
2008-11-01,呉,0,0,0,0,5,0
2008-11-01,宇野,0,0,0,0,0,0
2008-11-01,土生,0,0,0,1,0,0
2008-11-01,水島,0,1,0,0,3,0
2008-11-01,浜田,0,0,0,0,0,0
2008-11-01,境,783,1,0,0,0,0
2008-11-01,福山,1,1,0,0,1,0
2008-11-01,常石,0,0,0,0,0,0
2008-11-01,瀬戸田,0,0,0,0,0,0
2008-11-01,安芸津,0,0,0,0,2,0
2008-11-01,能地,0,0,0,0,0,0
2008-11-01,米　　 子(空港),886,297,0,882,311,0
2008-11-01,出　　 雲(空港),136,116,0,136,116,0
2008-11-01,岡　　 山(空港),6607,2478,0,6902,2214,0
2008-11-01,鳥　　 取(空港),96,0,0,96,0,0
2008-11-01,石　　 見(空港),0,0,0,0,0,0
2008-11-01,広　　 島(空港),10099,2836,41,10016,2373,28
2008-11-01,関　　 門(下関),1379,5589,0,1363,5852,0
2008-11-01,宇部,0,0,0,0,0,0
2008-11-01,徳山下松,0,1,0,0,1,0
2008-11-01,萩,2,74,0,0,0,0
2008-11-01,岩　　 国(空港),0,0,0,0,1,0
2008-11-01,山口宇部(空港),538,203,0,538,204,0
2008-11-01,福　　 岡(空港),60356,26550,506,58430,27411,384
2008-11-01,博多,15699,11492,43,15890,12054,8
2008-11-01,三池,0,0,0,0,0,0
2008-11-01,唐津,0,0,0,0,1,0
2008-11-01,長崎,20,8,0,2,166,0
2008-11-01,佐世保,0,0,0,2,3,0
2008-11-01,厳原,108,3227,0,104,1451,0
2008-11-01,三角,0,0,0,0,0,0
2008-11-01,比田勝,39,1219,0,44,3298,0
2008-11-01,佐伯,0,0,0,0,0,0
2008-11-01,佐賀関,0,1,0,1,1,0
2008-11-01,大分,0,400,0,0,2,0
2008-11-01,水俣,0,0,0,0,0,0
2008-11-01,八代,0,0,0,0,1,0
2008-11-01,伊万里,0,0,0,2,3,0
2008-11-01,別府,0,0,0,0,0,0
2008-11-01,臼杵,0,0,0,0,0,0
2008-11-01,熊　　 本(空港),828,443,0,769,671,1
2008-11-01,長洲,0,0,0,0,5,0
2008-11-01,長　　 崎(空港),1028,581,5,1148,482,10
2008-11-01,大　　 分(空港),337,407,0,492,401,0
2008-11-01,福　　 江(空港),0,0,0,0,0,0
2008-11-01,関　　 門(門司),42,0,0,7,0,0
2008-11-01,関　　 門(戸畑),0,1,0,2,0,0
2008-11-01,北 九 州(空港),224,181,0,224,181,0
2008-11-01,佐護,0,0,0,0,0,0
2008-11-01,鹿児島,0,0,0,0,0,0
2008-11-01,鹿 児 島(空港),1935,1230,0,1841,1237,0
2008-11-01,名瀬,0,0,0,0,0,0
2008-11-01,細島,0,0,0,0,0,0
2008-11-01,志布志,0,0,0,0,0,0
2008-11-01,喜入,0,0,0,0,0,0
2008-11-01,宮　　 崎(空港),913,701,0,872,796,0
2008-11-01,川内,0,0,0,0,0,0
2008-11-01,佐　　 賀(空港),0,0,0,0,0,0
2008-11-01,那覇,32,6163,0,31,4725,0
2008-11-01,那　　 覇(空港),3657,7429,836,3552,7225,876
2008-11-01,嘉 手 納(空港),5,100,0,12,101,0
2008-11-01,平良,0,0,0,0,0,0
2008-11-01,石垣,1,0,0,251,1713,0
2008-11-01,普 天 間(空港),0,0,0,0,2,0
2008-11-01,石　　 垣(空港),0,0,0,0,0,0
2008-11-01,本部,0,0,0,0,0,0
2008-11-01,金武中城,0,1,0,0,1,0
2008-11-01,その他,237,208,0,237,220,0
2008-12-01,釧路,0,0,0,0,0,0
2008-12-01,稚内,0,0,0,0,0,0
2008-12-01,根室,0,0,0,0,0,0
2008-12-01,小樽,0,90,0,0,111,0
2008-12-01,室蘭,0,0,0,2,2,0
2008-12-01,函館,0,6,0,0,0,0
2008-12-01,留萌,0,0,0,0,0,0
2008-12-01,苫小牧,0,2,0,0,1,0
2008-12-01,新 千 歳(空港),6510,29680,0,8550,27301,1
2008-12-01,網走,0,0,0,0,0,0
2008-12-01,花咲,0,0,0,0,0,0
2008-12-01,紋別,0,0,0,0,1,0
2008-12-01,函　　 館(空港),210,4517,0,180,4203,0
2008-12-01,釧　　 路(空港),2,492,0,1,481,0
2008-12-01,帯　　 広(空港),1,955,0,3,1092,0
2008-12-01,石狩湾,0,0,0,0,0,0
2008-12-01,女 満 別(空港),0,147,0,0,134,0
2008-12-01,旭　　 川(空港),286,2225,0,373,2078,0
2008-12-01,中標津（空港）,0,0,0,0,0,0
2008-12-01,青森,0,0,0,0,0,0
2008-12-01,八戸,0,0,0,0,1,0
2008-12-01,釜石,0,0,0,0,0,0
2008-12-01,仙台塩釜,0,0,0,0,0,0
2008-12-01,小名浜,0,0,0,0,0,0
2008-12-01,酒田,0,0,0,0,0,0
2008-12-01,秋田船川,0,0,0,0,2,0
2008-12-01,宮古,0,0,0,0,0,0
2008-12-01,大船渡,0,0,0,0,0,0
2008-12-01,石巻,0,0,0,0,2,0
2008-12-01,三　　 沢(空港),0,1,0,0,0,0
2008-12-01,八　　 戸（空港）,0,0,0,0,0,0
2008-12-01,仙　　 台(空港),5809,2508,7,7368,2936,5
2008-12-01,秋　　 田(空港),638,428,0,615,399,0
2008-12-01,山　　 形(空港),0,0,0,0,0,0
2008-12-01,花　　 巻(空港),0,6,0,0,136,0
2008-12-01,青　　 森(空港),970,438,21,775,637,19
2008-12-01,庄　　 内(空港),0,0,0,0,0,0
2008-12-01,福　　 島(空港),829,444,0,815,437,0
2008-12-01,東京,69,290,0,3,3,0
2008-12-01,千葉,10,11,0,7,6,0
2008-12-01,新潟,1,0,0,0,0,0
2008-12-01,直江津,0,0,0,0,0,0
2008-12-01,横　　 田(空港),17,225,0,14,240,0
2008-12-01,鹿島,4,1,0,1,3,1
2008-12-01,木更津,0,0,0,0,1,0
2008-12-01,二見,0,0,0,0,0,0
2008-12-01,柏崎,0,0,0,0,0,0
2008-12-01,日立,0,0,0,0,0,0
2008-12-01,新　　 潟(空港),5417,2399,0,6063,2922,0
2008-12-01,羽　　 田(空港),66294,36446,75,66508,40137,70
2008-12-01,成　　 田(空港),642337,289783,10097,665998,338667,13345
2008-12-01,横浜,3,7,0,1395,15,0
2008-12-01,横須賀,0,0,0,0,2,2
2008-12-01,川崎,1,0,0,2,1,0
2008-12-01,厚　　 木(空港),0,0,0,0,1,0
2008-12-01,入　　 間(空港),0,0,0,0,0,0
2008-12-01,硫黄島（空港）,0,0,0,0,0,0
2008-12-01,松　　 本(空港),0,0,0,0,0,0
2008-12-01,清水,45,0,0,0,1,0
2008-12-01,田子の浦,0,0,0,0,0,0
2008-12-01,焼津,0,0,0,0,0,0
2008-12-01,浜　　 松(空港),0,0,0,0,0,0
2008-12-01,中　　 部（空港）,131943,29836,41,135570,40289,72
2008-12-01,名古屋,1,2,0,6,6,0
2008-12-01,四日市,0,2,0,0,1,0
2008-12-01,敦賀,0,0,0,0,0,0
2008-12-01,七尾,0,0,0,0,4,0
2008-12-01,名 古 屋(空港),145,7,0,17,12,0
2008-12-01,衣浦,0,2,0,0,0,0
2008-12-01,金沢,0,0,0,0,0,0
2008-12-01,小　　 松(空港),2252,1095,0,2325,1029,0
2008-12-01,富　　 山(空港),1804,887,0,1856,950,1
2008-12-01,福井（新）,0,0,0,0,12,0
2008-12-01,伊勢湾シーバース,0,0,0,0,0,0
2008-12-01,福　　 井(空港),0,0,0,0,0,0
2008-12-01,能　　 登(空港),0,0,0,0,0,0
2008-12-01,三河,0,0,0,2,0,0
2008-12-01,伏木富山,5,430,0,13,503,0
2008-12-01,関　　 西(空港),259444,98233,859,269266,107830,1210
2008-12-01,大阪,526,3595,0,957,4388,0
2008-12-01,舞鶴,0,15,0,0,15,0
2008-12-01,堺,3,1,0,0,0,0
2008-12-01,有田,0,0,0,0,0,0
2008-12-01,白　　 浜(空港),0,0,0,0,0,0
2008-12-01,和歌山下津,0,0,0,0,1,0
2008-12-01,神戸,594,428,0,418,367,0
2008-12-01,姫路,0,4,0,2,0,0
2008-12-01,東播磨,0,0,0,2,1,0
2008-12-01,但　　 馬(空港),0,0,0,0,0,0
2008-12-01,尼崎西宮芦屋,0,0,0,0,0,0
2008-12-01,坂出,0,0,0,0,7,0
2008-12-01,新居浜,0,0,0,0,0,0
2008-12-01,松山,0,0,0,0,0,0
2008-12-01,徳島小松島,0,0,0,0,0,0
2008-12-01,高知,0,0,0,0,0,0
2008-12-01,今治,0,0,0,0,4,0
2008-12-01,高松,0,0,0,0,0,0
2008-12-01,大西,0,0,0,0,0,0
2008-12-01,須崎,0,0,0,0,0,0
2008-12-01,波方,0,0,0,0,0,0
2008-12-01,直島,0,0,0,0,0,0
2008-12-01,松　　 山(空港),1367,365,0,1650,444,0
2008-12-01,高　　 知(空港),157,139,0,157,138,0
2008-12-01,徳　　 島(空港),0,0,0,0,0,0
2008-12-01,高　　 松(空港),1470,198,0,1778,164,0
2008-12-01,広島,0,1,0,2,0,0
2008-12-01,尾道糸崎,0,0,0,0,17,0
2008-12-01,呉,0,0,0,0,1,0
2008-12-01,宇野,0,0,0,0,1,0
2008-12-01,土生,0,0,0,0,0,0
2008-12-01,水島,0,0,0,1,1,0
2008-12-01,浜田,0,1,0,0,2,0
2008-12-01,境,0,0,0,0,0,0
2008-12-01,福山,0,0,0,0,1,0
2008-12-01,常石,0,0,0,0,0,0
2008-12-01,瀬戸田,0,0,0,0,0,0
2008-12-01,安芸津,0,0,0,0,0,0
2008-12-01,能地,0,0,0,0,4,0
2008-12-01,米　　 子(空港),1044,161,0,1088,139,0
2008-12-01,出　　 雲(空港),0,0,0,0,0,0
2008-12-01,岡　　 山(空港),6922,1120,0,7437,1419,0
2008-12-01,鳥　　 取(空港),0,0,0,0,0,0
2008-12-01,石　　 見(空港),0,0,0,0,0,0
2008-12-01,広　　 島(空港),8313,2601,58,8950,3116,48
2008-12-01,関　　 門(下関),1360,6478,1,1696,6795,1
2008-12-01,宇部,0,4,0,0,0,0
2008-12-01,徳山下松,0,0,0,0,1,0
2008-12-01,萩,0,0,0,0,0,0
2008-12-01,岩　　 国(空港),0,0,0,0,1,0
2008-12-01,山口宇部(空港),0,0,0,0,0,0
2008-12-01,福　　 岡(空港),50490,21948,497,55410,25622,720
2008-12-01,博多,15341,9564,8,16740,10176,4
2008-12-01,三池,0,0,0,0,0,0
2008-12-01,唐津,0,0,0,0,0,0
2008-12-01,長崎,0,37,0,7,24,0
2008-12-01,佐世保,1,1,0,0,2,0
2008-12-01,厳原,261,1366,0,264,681,0
2008-12-01,三角,0,0,0,0,0,0
2008-12-01,比田勝,47,1011,0,41,1587,0
2008-12-01,佐伯,0,0,0,0,0,0
2008-12-01,佐賀関,0,0,0,0,0,0
2008-12-01,大分,1,0,0,0,1,0
2008-12-01,水俣,0,0,0,0,0,0
2008-12-01,八代,0,0,0,0,0,0
2008-12-01,伊万里,0,0,0,0,2,0
2008-12-01,別府,0,0,0,0,0,0
2008-12-01,臼杵,0,0,0,0,3,0
2008-12-01,熊　　 本(空港),405,554,0,727,230,0
2008-12-01,長洲,0,0,0,0,0,0
2008-12-01,長　　 崎(空港),1337,274,1,1462,344,3
2008-12-01,大　　 分(空港),374,406,0,469,395,0
2008-12-01,福　　 江(空港),0,0,0,0,0,0
2008-12-01,関　　 門(門司),29,1,0,30,1,0
2008-12-01,関　　 門(戸畑),1,0,0,1,2,0
2008-12-01,北 九 州(空港),3,185,0,321,3,0
2008-12-01,佐護,0,0,0,0,0,0
2008-12-01,鹿児島,0,0,0,0,0,0
2008-12-01,鹿 児 島(空港),1867,1148,0,2256,1181,0
2008-12-01,名瀬,0,0,0,0,0,0
2008-12-01,細島,0,0,0,0,0,0
2008-12-01,志布志,0,0,0,0,0,0
2008-12-01,喜入,1,2,0,0,1,0
2008-12-01,宮　　 崎(空港),1112,1183,0,1211,940,0
2008-12-01,川内,0,0,0,0,0,0
2008-12-01,佐　　 賀(空港),0,0,0,0,0,0
2008-12-01,那覇,11,2,0,0,0,0
2008-12-01,那　　 覇(空港),2905,7194,750,4465,7105,1103
2008-12-01,嘉 手 納(空港),21,108,0,11,72,0
2008-12-01,平良,0,0,0,5,0,0
2008-12-01,石垣,7,2,0,0,0,0
2008-12-01,普 天 間(空港),0,3,1,0,0,0
2008-12-01,石　　 垣(空港),0,0,0,0,0,0
2008-12-01,本部,0,0,0,0,0,0
2008-12-01,金武中城,12,0,0,0,6,0
2008-12-01,その他,0,0,0,0,4,0
2009-01-01,釧路,0,1,0,0,0,0
2009-01-01,稚内,0,1,0,0,0,0
2009-01-01,根室,0,0,0,0,0,0
2009-01-01,小樽,0,142,0,0,137,0
2009-01-01,室蘭,0,0,0,1,1,0
2009-01-01,函館,0,0,0,46,0,0
2009-01-01,留萌,0,0,0,0,0,0
2009-01-01,苫小牧,0,0,0,0,0,0
2009-01-01,新 千 歳(空港),12076,35722,5,9987,33201,3
2009-01-01,網走,0,0,0,0,0,0
2009-01-01,花咲,0,0,0,0,0,0
2009-01-01,紋別,0,0,0,0,0,0
2009-01-01,函　　 館(空港),451,4200,0,570,3416,0
2009-01-01,釧　　 路(空港),2,577,0,0,486,0
2009-01-01,帯　　 広(空港),3,1600,0,2,1625,0
2009-01-01,石狩湾,0,0,0,0,0,0
2009-01-01,女 満 別(空港),0,88,0,0,261,0
2009-01-01,旭　　 川(空港),382,2452,0,316,2652,0
2009-01-01,中標津（空港）,0,0,0,0,0,0
2009-01-01,青森,0,0,0,0,0,0
2009-01-01,八戸,0,0,0,9,4,0
2009-01-01,釜石,0,0,0,0,0,0
2009-01-01,仙台塩釜,0,0,0,0,1,0
2009-01-01,小名浜,0,0,0,0,0,0
2009-01-01,酒田,0,0,0,0,0,0
2009-01-01,秋田船川,0,0,0,0,0,0
2009-01-01,宮古,0,0,0,0,0,0
2009-01-01,大船渡,0,0,0,0,0,0
2009-01-01,石巻,0,0,0,0,6,0
2009-01-01,三　　 沢(空港),0,0,0,0,0,0
2009-01-01,八　　 戸（空港）,0,0,0,0,0,0
2009-01-01,仙　　 台(空港),7298,3447,2,5479,3696,2
2009-01-01,秋　　 田(空港),720,741,0,697,623,0
2009-01-01,山　　 形(空港),289,1004,0,289,829,0
2009-01-01,花　　 巻(空港),5,306,0,0,156,0
2009-01-01,青　　 森(空港),650,698,13,616,708,35
2009-01-01,庄　　 内(空港),0,0,0,0,0,0
2009-01-01,福　　 島(空港),1472,453,0,1329,321,0
2009-01-01,東京,566,19,0,11,4,0
2009-01-01,千葉,2,1,0,8,2,0
2009-01-01,新潟,0,1,0,0,0,0
2009-01-01,直江津,0,1,0,0,0,0
2009-01-01,横　　 田(空港),17,255,0,23,260,0
2009-01-01,鹿島,0,0,0,0,1,0
2009-01-01,木更津,5,1,0,1,0,0
2009-01-01,二見,0,0,0,0,0,0
2009-01-01,柏崎,0,0,0,0,0,0
2009-01-01,日立,0,0,0,0,0,0
2009-01-01,新　　 潟(空港),6454,2465,0,5726,3037,0
2009-01-01,羽　　 田(空港),61086,40892,48,56299,34818,53
2009-01-01,成　　 田(空港),659453,326229,12061,627628,312784,7570
2009-01-01,横浜,1167,19,0,1112,177,0
2009-01-01,横須賀,0,0,0,0,2,0
2009-01-01,川崎,1,3,0,2,4,0
2009-01-01,厚　　 木(空港),0,3,0,0,0,0
2009-01-01,入　　 間(空港),0,0,0,0,0,0
2009-01-01,硫黄島（空港）,0,0,0,0,0,0
2009-01-01,松　　 本(空港),0,0,0,0,0,0
2009-01-01,清水,0,0,0,0,2,0
2009-01-01,田子の浦,0,0,0,0,0,0
2009-01-01,焼津,0,0,0,0,0,0
2009-01-01,浜　　 松(空港),0,0,0,0,0,0
2009-01-01,中　　 部（空港）,133660,40220,72,123979,38112,51
2009-01-01,名古屋,0,3,0,1,7,0
2009-01-01,四日市,0,2,0,0,5,0
2009-01-01,敦賀,0,0,0,0,0,0
2009-01-01,七尾,0,0,0,0,0,0
2009-01-01,名 古 屋(空港),10,4,0,5,5,0
2009-01-01,衣浦,0,2,0,0,0,0
2009-01-01,金沢,0,0,0,0,0,0
2009-01-01,小　　 松(空港),2560,1375,0,2277,1409,0
2009-01-01,富　　 山(空港),1657,1056,0,1484,1265,0
2009-01-01,福井（新）,0,0,0,0,1,0
2009-01-01,伊勢湾シーバース,0,2,0,0,0,0
2009-01-01,福　　 井(空港),0,0,0,0,0,0
2009-01-01,能　　 登(空港),1,259,0,1,152,0
2009-01-01,三河,0,1,0,0,3,0
2009-01-01,伏木富山,1,200,0,6,223,0
2009-01-01,関　　 西(空港),268854,119900,1301,248635,99041,451
2009-01-01,大阪,732,3703,0,388,2937,0
2009-01-01,舞鶴,2,0,0,0,1,0
2009-01-01,堺,0,0,0,0,0,0
2009-01-01,有田,0,0,0,0,0,0
2009-01-01,白　　 浜(空港),78,492,0,78,313,0
2009-01-01,和歌山下津,0,0,0,0,0,0
2009-01-01,神戸,228,826,0,306,1032,0
2009-01-01,姫路,0,0,0,0,0,0
2009-01-01,東播磨,0,0,0,0,0,0
2009-01-01,但　　 馬(空港),0,0,0,0,0,0
2009-01-01,尼崎西宮芦屋,0,0,0,0,0,0
2009-01-01,坂出,0,0,0,0,0,0
2009-01-01,新居浜,0,0,0,0,0,0
2009-01-01,松山,0,0,0,0,0,0
2009-01-01,徳島小松島,0,0,0,0,0,0
2009-01-01,高知,0,0,0,0,0,0
2009-01-01,今治,0,0,0,0,4,0
2009-01-01,高松,0,0,0,0,0,0
2009-01-01,大西,0,0,0,0,0,0
2009-01-01,須崎,0,0,0,0,0,0
2009-01-01,波方,0,0,0,0,0,0
2009-01-01,直島,0,0,0,0,0,0
2009-01-01,松　　 山(空港),2037,539,0,1649,378,0
2009-01-01,高　　 知(空港),127,0,0,127,0,0
2009-01-01,徳　　 島(空港),121,128,0,121,128,0
2009-01-01,高　　 松(空港),1549,213,0,1341,164,0
2009-01-01,広島,0,1,0,0,0,0
2009-01-01,尾道糸崎,0,0,0,0,3,0
2009-01-01,呉,0,0,0,0,0,0
2009-01-01,宇野,0,0,0,0,0,0
2009-01-01,土生,0,0,0,0,0,0
2009-01-01,水島,0,0,0,1,9,0
2009-01-01,浜田,0,0,0,0,0,0
2009-01-01,境,0,0,0,0,0,0
2009-01-01,福山,0,0,0,0,0,0
2009-01-01,常石,0,0,0,0,0,0
2009-01-01,瀬戸田,0,0,0,0,0,0
2009-01-01,安芸津,0,0,0,0,0,0
2009-01-01,能地,0,0,0,0,0,0
2009-01-01,米　　 子(空港),967,227,0,977,301,0
2009-01-01,出　　 雲(空港),0,0,0,0,0,0
2009-01-01,岡　　 山(空港),7190,1411,0,6258,1392,0
2009-01-01,鳥　　 取(空港),0,0,0,0,0,0
2009-01-01,石　　 見(空港),0,0,0,0,0,0
2009-01-01,広　　 島(空港),9530,3339,56,8368,2482,29
2009-01-01,関　　 門(下関),1274,6503,0,984,6402,1
2009-01-01,宇部,0,0,0,0,0,0
2009-01-01,徳山下松,0,0,0,0,2,0
2009-01-01,萩,0,0,0,0,0,0
2009-01-01,岩　　 国(空港),0,22,0,0,18,0
2009-01-01,山口宇部(空港),0,0,0,0,0,0
2009-01-01,福　　 岡(空港),55306,27733,698,47243,25637,343
2009-01-01,博多,12978,12745,29,10899,11543,26
2009-01-01,三池,0,0,0,0,0,0
2009-01-01,唐津,0,0,0,0,0,0
2009-01-01,長崎,17,0,0,22,9,0
2009-01-01,佐世保,0,0,0,0,2,0
2009-01-01,厳原,34,1530,0,30,1057,0
2009-01-01,三角,0,0,0,0,0,0
2009-01-01,比田勝,19,1267,0,34,1684,0
2009-01-01,佐伯,0,0,0,0,0,0
2009-01-01,佐賀関,0,0,0,0,0,0
2009-01-01,大分,0,1,0,0,2,0
2009-01-01,水俣,0,0,0,0,0,0
2009-01-01,八代,0,0,0,0,0,0
2009-01-01,伊万里,1,0,0,0,0,0
2009-01-01,別府,0,0,0,0,0,0
2009-01-01,臼杵,0,0,0,0,1,0
2009-01-01,熊　　 本(空港),1164,624,0,845,579,0
2009-01-01,長洲,0,0,0,0,0,0
2009-01-01,長　　 崎(空港),462,876,2,500,482,2
2009-01-01,大　　 分(空港),364,700,0,429,505,0
2009-01-01,福　　 江(空港),0,0,0,0,0,0
2009-01-01,関　　 門(門司),1,1,0,1,2,0
2009-01-01,関　　 門(戸畑),0,0,0,0,0,0
2009-01-01,北 九 州(空港),320,618,0,0,732,0
2009-01-01,佐護,0,0,0,0,0,0
2009-01-01,鹿児島,0,0,0,0,0,0
2009-01-01,鹿 児 島(空港),1830,1965,0,1618,1484,0
2009-01-01,名瀬,0,0,0,0,0,0
2009-01-01,細島,0,0,0,0,0,0
2009-01-01,志布志,0,0,0,0,0,0
2009-01-01,喜入,0,2,0,0,0,0
2009-01-01,宮　　 崎(空港),799,1226,0,765,968,0
2009-01-01,川内,0,0,0,0,0,0
2009-01-01,佐　　 賀(空港),0,0,0,0,0,0
2009-01-01,那覇,423,3,0,0,2,0
2009-01-01,那　　 覇(空港),4659,7407,988,2997,6445,668
2009-01-01,嘉 手 納(空港),9,244,0,10,217,0
2009-01-01,平良,0,0,0,0,1,0
2009-01-01,石垣,0,7,0,0,1,0
2009-01-01,普 天 間(空港),0,0,0,0,0,0
2009-01-01,石　　 垣(空港),4,208,0,2,98,0
2009-01-01,本部,0,0,0,0,0,0
2009-01-01,金武中城,0,0,0,0,0,0
2009-01-01,その他,0,0,0,7,12,0
2009-02-01,釧路,0,3,0,0,0,0
2009-02-01,稚内,0,0,0,0,0,0
2009-02-01,根室,0,0,0,0,0,0
2009-02-01,小樽,0,61,0,0,51,0
2009-02-01,室蘭,0,0,0,0,1,0
2009-02-01,函館,0,0,0,0,6,0
2009-02-01,留萌,0,0,0,0,0,0
2009-02-01,苫小牧,0,0,0,1,4,0
2009-02-01,新 千 歳(空港),7731,22364,3,8441,26680,4
2009-02-01,網走,0,0,0,0,0,0
2009-02-01,花咲,0,0,0,0,0,0
