yr_m,port,in_jp,in_fr,in_tr,em_jp,em_fr,em_tr
2014-04-01,福　　 岡(空港),62537,73281,701,60030,75081,726
2014-04-01,博多,5275,11225,5,5393,11226,6
2014-04-01,三池,0,0,0,0,0,0
2014-04-01,唐津,0,0,0,0,0,0
2014-04-01,長崎,112,4173,3,5,108,0
2014-04-01,佐世保,1276,68,0,796,148,0
2014-04-01,厳原,53,6659,0,92,6850,0
2014-04-01,三角,0,0,0,0,0,0
2014-04-01,比田勝,84,10695,0,75,10521,0
2014-04-01,佐伯,0,0,0,0,0,0
2014-04-01,佐賀関,0,1,0,0,0,0
2014-04-01,大分,0,0,0,1,3,0
2014-04-01,水俣,0,0,0,0,0,0
2014-04-01,八代,0,0,0,27,0,0
2014-04-01,伊万里,0,0,0,0,0,0
2014-04-01,別府,1881,19,0,0,0,0
2014-04-01,臼杵,0,0,0,0,0,0
2014-04-01,熊　　 本(空港),135,813,0,135,729,0
2014-04-01,長洲,0,0,0,0,0,0
2014-04-01,長　　 崎(空港),206,1857,6,236,1866,6
2014-04-01,大　　 分(空港),132,447,0,142,664,0
2014-04-01,福　　 江(空港),0,0,0,0,0,0
2014-04-01,関　　 門(門司),2,1,0,3,21,0
2014-04-01,関　　 門(戸畑),13,3,0,0,0,0
2014-04-01,北 九 州(空港),53,308,0,0,471,0
2014-04-01,佐護,0,0,0,0,0,0
2014-04-01,鹿児島,56,5779,0,0,0,0
2014-04-01,鹿 児 島(空港),1359,4261,2,1521,3588,1
2014-04-01,名瀬,0,0,0,0,0,0
2014-04-01,細島,6,13,0,0,1,0
2014-04-01,志布志,0,0,0,0,0,0
2014-04-01,喜入,0,0,0,1,2,0
2014-04-01,宮　　 崎(空港),877,1714,0,846,2102,2
2014-04-01,川内,0,0,0,0,0,0
2014-04-01,佐　　 賀(空港),752,1872,0,769,2182,0
2014-04-01,那覇,1216,1459,0,1812,4736,0
2014-04-01,那　　 覇(空港),4182,49624,1579,3996,48835,1645
2014-04-01,嘉 手 納(空港),14,101,0,11,94,0
2014-04-01,平良,0,37,0,29,0,0
2014-04-01,石垣,199,9606,0,1274,6755,0
2014-04-01,普 天 間(空港),1,9,0,0,0,0
2014-04-01,石　　 垣(空港),64,1144,0,55,1038,0
2014-04-01,本部,0,0,0,0,0,0
2014-04-01,金武中城,1,7,0,1,0,0
2014-04-01,その他,0,14,0,0,37,0
2014-05-01,釧路,0,0,0,0,329,0
2014-05-01,稚内,0,116,0,0,0,0
2014-05-01,根室,0,59,0,0,0,0
2014-05-01,小樽,0,27,0,0,141,0
2014-05-01,室蘭,0,0,0,49,2016,1
2014-05-01,函館,0,0,0,0,2,0
2014-05-01,留萌,0,0,0,0,0,0
2014-05-01,苫小牧,0,1,0,0,1,0
2014-05-01,新 千 歳(空港),9279,45220,2,9210,43292,5
2014-05-01,網走,0,0,0,0,0,0
2014-05-01,花咲,0,0,0,0,0,0
2014-05-01,紋別,0,0,0,0,0,0
2014-05-01,函　　 館(空港),168,6723,1,197,6477,0
2014-05-01,釧　　 路(空港),8,1047,0,8,1218,0
2014-05-01,帯　　 広(空港),0,0,0,0,0,0
2014-05-01,石狩湾,0,0,0,0,0,0
2014-05-01,女 満 別(空港),0,0,0,0,0,0
2014-05-01,旭　　 川(空港),246,4140,0,211,3694,0
2014-05-01,中標津（空港）,0,0,0,0,0,0
2014-05-01,青森,0,0,0,0,0,0
2014-05-01,八戸,0,0,0,0,3,0
2014-05-01,釜石,0,0,0,0,0,0
2014-05-01,仙台塩釜,0,0,0,1,0,0
2014-05-01,小名浜,0,0,0,0,0,0
2014-05-01,酒田,0,0,0,0,0,0
2014-05-01,秋田船川,0,1,0,0,1,0
2014-05-01,宮古,0,0,0,0,0,0
2014-05-01,大船渡,0,0,0,0,0,0
2014-05-01,石巻,0,1,0,0,0,0
2014-05-01,三　　 沢(空港),5,29,393,3,27,250
2014-05-01,八　　 戸（空港）,0,0,0,0,0,0
2014-05-01,仙　　 台(空港),3376,2103,0,3562,1944,1
2014-05-01,秋　　 田(空港),339,636,0,337,648,0
2014-05-01,山　　 形(空港),0,0,0,0,0,0
2014-05-01,花　　 巻(空港),518,774,0,559,1051,0
2014-05-01,青　　 森(空港),454,607,29,515,637,33
2014-05-01,庄　　 内(空港),0,0,0,0,0,0
2014-05-01,福　　 島(空港),335,262,0,335,259,0
2014-05-01,茨　　城(空港),1273,3264,0,1283,3165,0
2014-05-01,東京,2543,63,0,62,505,0
2014-05-01,千葉,3,4,0,10,3,0
2014-05-01,新潟,10,0,0,6,4,0
2014-05-01,直江津,0,0,0,0,0,0
2014-05-01,横　　 田(空港),27,275,0,23,251,0
2014-05-01,鹿島,1,0,0,0,0,0
2014-05-01,木更津,0,0,0,0,0,0
2014-05-01,二見,0,2,0,3,0,0
2014-05-01,柏崎,0,0,0,0,0,0
2014-05-01,日立,0,0,0,0,0,0
2014-05-01,新　　 潟(空港),3267,1795,0,3403,1375,0
2014-05-01,羽　　 田(空港),284536,148167,702,282946,148321,990
2014-05-01,成　　 田(空港),521643,401598,8098,504754,393675,9577
2014-05-01,横浜,1997,571,1,5856,2177,3
2014-05-01,横須賀,0,0,0,19,11,0
2014-05-01,川崎,3,3,0,1,2,0
2014-05-01,厚　　 木(空港),0,0,0,0,0,0
2014-05-01,入　　 間(空港),0,0,0,0,0,0
2014-05-01,硫黄島（空港）,0,0,0,0,0,0
2014-05-01,松　　 本(空港),0,0,0,0,0,0
2014-05-01,清水,2,4,0,2,0,0
2014-05-01,田子の浦,0,0,0,0,0,0
2014-05-01,焼津,0,14,0,0,11,0
2014-05-01,浜　　 松(空港),0,0,0,0,0,0
2014-05-01,富士山静岡（空港）,2225,4371,0,2255,4139,0
2014-05-01,中　　 部（空港）,112117,72337,27,108769,60380,18
2014-05-01,名古屋,1,3,0,64,10,0
2014-05-01,四日市,1,0,0,0,0,0
2014-05-01,敦賀,0,0,0,0,0,0
2014-05-01,七尾,0,0,0,0,0,0
2014-05-01,名 古 屋(空港),11,27,0,4,21,0
2014-05-01,衣浦,0,0,0,0,0,0
2014-05-01,金沢,0,0,0,5,352,0
2014-05-01,小　　 松(空港),2332,7011,0,2499,6553,0
2014-05-01,富　　 山(空港),1200,4651,0,1345,4285,0
2014-05-01,福井（新）,0,0,0,0,0,0
2014-05-01,伊勢湾シーバース,0,0,0,0,0,0
2014-05-01,福　　 井(空港),0,0,0,0,0,0
2014-05-01,能　　 登(空港),0,619,0,0,773,0
2014-05-01,三河,0,1,0,2,4,0
2014-05-01,伏木富山,0,23,0,2,33,0
2014-05-01,関　　 西(空港),244074,254927,211,242113,238695,285
2014-05-01,大阪,96,753,0,151,658,0
2014-05-01,舞鶴,0,7,0,0,942,0
2014-05-01,堺,0,4,0,0,3,0
2014-05-01,有田,0,0,0,0,0,0
2014-05-01,白　　 浜(空港),0,0,0,0,0,0
2014-05-01,和歌山下津,0,0,0,0,3,0
2014-05-01,神戸,4040,933,1,3239,1762,0
2014-05-01,姫路,0,0,0,0,1,0
2014-05-01,東播磨,0,0,0,0,0,0
2014-05-01,但　　 馬(空港),0,0,0,0,0,0
2014-05-01,尼崎西宮芦屋,0,0,0,0,0,0
2014-05-01,坂出,0,1,0,0,0,0
2014-05-01,新居浜,0,0,0,1,0,0
2014-05-01,松山,0,0,0,0,0,0
2014-05-01,徳島小松島,0,0,0,0,0,0
2014-05-01,高知,0,0,0,0,0,0
2014-05-01,今治,0,0,0,0,4,0
2014-05-01,高松,0,0,0,0,0,0
2014-05-01,大西,0,0,0,0,0,0
2014-05-01,須崎,0,0,0,0,1,0
2014-05-01,波方,0,0,0,0,0,0
2014-05-01,直島,0,0,0,0,0,0
2014-05-01,松　　 山(空港),728,444,0,857,420,1
2014-05-01,高　　 知(空港),0,0,0,0,0,0
2014-05-01,徳　　 島(空港),0,0,0,0,0,0
2014-05-01,高　　 松(空港),1773,2707,0,1871,2735,0
2014-05-01,広島,0,0,0,28,6,0
2014-05-01,尾道糸崎,0,0,0,0,0,0
2014-05-01,呉,0,0,0,2,7,0
2014-05-01,宇野,0,0,0,0,0,0
2014-05-01,土生,0,0,0,0,0,0
2014-05-01,水島,0,0,0,0,1,0
2014-05-01,浜田,0,0,0,0,0,0
2014-05-01,境,11,1520,0,23,452,0
2014-05-01,福山,0,0,0,1,0,0
2014-05-01,常石,0,0,0,0,6,0
2014-05-01,瀬戸田,0,0,0,0,0,0
2014-05-01,安芸津,0,0,0,0,0,0
2014-05-01,能地,0,0,0,0,0,0
2014-05-01,米　　 子(空港),261,600,0,280,519,0
2014-05-01,出　　 雲(空港),0,0,0,0,0,0
2014-05-01,岡　　 山(空港),5440,2204,0,5644,2131,0
2014-05-01,鳥　　 取(空港),0,0,0,0,0,0
2014-05-01,石　　 見(空港),0,0,0,0,0,0
2014-05-01,広　　 島(空港),7112,4941,24,7397,4091,21
2014-05-01,関　　 門(下関),891,3545,0,828,3474,0
2014-05-01,宇部,0,0,0,0,4,0
2014-05-01,徳山下松,0,2,0,0,0,0
2014-05-01,萩,0,0,0,5,208,0
2014-05-01,岩　　 国(空港),0,0,0,0,8,0
2014-05-01,山口宇部(空港),275,131,0,279,131,0
2014-05-01,福　　 岡(空港),65956,67043,475,65960,63418,490
2014-05-01,博多,6987,13616,5,5933,8488,6
2014-05-01,三池,0,0,0,0,0,0
2014-05-01,唐津,0,0,0,0,0,0
2014-05-01,長崎,3264,2017,0,2358,4366,0
2014-05-01,佐世保,3720,326,0,0,0,0
2014-05-01,厳原,43,5643,0,35,4948,0
2014-05-01,三角,0,0,0,0,0,0
2014-05-01,比田勝,85,7726,0,95,7911,0
2014-05-01,佐伯,0,0,0,0,5,0
2014-05-01,佐賀関,0,0,0,0,0,0
2014-05-01,大分,0,0,0,0,0,0
2014-05-01,水俣,0,0,0,0,0,0
2014-05-01,八代,0,0,0,0,0,0
2014-05-01,伊万里,0,0,0,0,0,0
2014-05-01,別府,0,0,0,0,0,0
2014-05-01,臼杵,0,0,0,0,0,0
2014-05-01,熊　　 本(空港),244,868,0,260,762,0
2014-05-01,長洲,0,0,0,0,0,0
2014-05-01,長　　 崎(空港),260,1363,0,305,1236,0
2014-05-01,大　　 分(空港),91,336,0,96,403,0
2014-05-01,福　　 江(空港),0,0,0,0,0,0
2014-05-01,関　　 門(門司),7,1,0,8,0,0
2014-05-01,関　　 門(戸畑),0,2,0,0,5,0
2014-05-01,北 九 州(空港),356,445,0,355,442,0
2014-05-01,佐護,0,0,0,0,0,0
2014-05-01,鹿児島,2357,2919,0,2,1790,0
2014-05-01,鹿 児 島(空港),1549,3716,0,1708,3169,0
2014-05-01,名瀬,0,0,0,0,0,0
2014-05-01,細島,0,0,0,0,0,0
2014-05-01,志布志,0,0,0,0,0,0
2014-05-01,喜入,0,0,0,0,0,0
2014-05-01,宮　　 崎(空港),924,1602,0,929,1726,0
2014-05-01,川内,0,0,0,0,0,0
2014-05-01,佐　　 賀(空港),836,1594,0,856,1597,1
2014-05-01,那覇,52,8473,0,1502,13511,0
2014-05-01,那　　 覇(空港),5174,52958,1282,5225,49763,1444
2014-05-01,嘉 手 納(空港),16,120,0,7,104,0
2014-05-01,平良,10,1,0,0,0,0
2014-05-01,石垣,860,11487,1,4028,7804,0
2014-05-01,普 天 間(空港),0,11,0,0,1,0
2014-05-01,石　　 垣(空港),54,1059,2,69,998,0
2014-05-01,本部,0,0,0,0,0,0
2014-05-01,金武中城,8,4,0,3,0,0
2014-05-01,その他,14,12,0,12,121,0
2014-06-01,釧路,0,0,0,1407,2495,2
2014-06-01,稚内,67,220,0,137,218,0
2014-06-01,根室,0,38,0,0,92,0
2014-06-01,小樽,2213,2588,4,22,59,0
2014-06-01,室蘭,0,0,0,0,0,0
2014-06-01,函館,0,0,0,0,15,0
2014-06-01,留萌,0,0,0,0,0,0
2014-06-01,苫小牧,0,0,0,0,0,0
2014-06-01,新 千 歳(空港),8219,43997,0,8586,41516,6
2014-06-01,網走,0,0,0,0,0,0
2014-06-01,花咲,0,0,0,0,3,0
2014-06-01,紋別,0,0,0,0,0,0
2014-06-01,函　　 館(空港),231,6644,0,214,6532,0
2014-06-01,釧　　 路(空港),0,0,0,0,6,0
2014-06-01,帯　　 広(空港),0,0,0,0,0,0
2014-06-01,石狩湾,0,0,0,0,0,0
2014-06-01,女 満 別(空港),0,0,0,0,0,0
2014-06-01,旭　　 川(空港),102,3957,0,112,3959,0
2014-06-01,中標津（空港）,0,0,0,0,0,0
2014-06-01,青森,0,0,0,0,0,0
2014-06-01,八戸,0,0,0,365,0,0
2014-06-01,釜石,0,0,0,0,0,0
2014-06-01,仙台塩釜,1,7,0,0,2,0
2014-06-01,小名浜,0,0,0,0,1,0
2014-06-01,酒田,0,0,0,0,0,0
2014-06-01,秋田船川,0,1,0,0,0,0
2014-06-01,宮古,0,0,0,0,0,0
2014-06-01,大船渡,0,0,0,0,0,0
2014-06-01,石巻,0,0,0,0,0,0
2014-06-01,三　　 沢(空港),5,29,571,9,31,374
2014-06-01,八　　 戸（空港）,0,0,0,0,0,0
2014-06-01,仙　　 台(空港),4513,2308,0,4640,1856,0
2014-06-01,秋　　 田(空港),265,443,0,272,436,0
2014-06-01,山　　 形(空港),0,0,0,0,0,0
2014-06-01,花　　 巻(空港),422,312,0,348,379,0
2014-06-01,青　　 森(空港),551,610,40,384,588,58
2014-06-01,庄　　 内(空港),0,0,0,0,0,0
2014-06-01,福　　 島(空港),0,0,0,0,0,0
2014-06-01,茨　　城(空港),1155,3183,0,1047,3104,0
2014-06-01,東京,3,3,0,43,6,0
2014-06-01,千葉,0,5,0,2,4,0
2014-06-01,新潟,28,0,0,0,0,0
2014-06-01,直江津,0,0,0,0,0,0
2014-06-01,横　　 田(空港),55,177,0,32,166,0
2014-06-01,鹿島,0,0,0,0,0,0
2014-06-01,木更津,0,0,0,0,0,0
2014-06-01,二見,5,0,0,0,0,0
2014-06-01,柏崎,0,0,0,0,0,0
2014-06-01,日立,0,0,0,0,0,0
2014-06-01,新　　 潟(空港),2685,1751,0,2769,1584,0
2014-06-01,羽　　 田(空港),284285,143694,837,286911,147709,1365
2014-06-01,成　　 田(空港),534274,385025,8770,521402,381464,13247
2014-06-01,横浜,1453,786,2,18,10,0
2014-06-01,横須賀,0,0,0,1,6,0
2014-06-01,川崎,1,1,0,1,5,0
2014-06-01,厚　　 木(空港),0,2,0,0,0,0
2014-06-01,入　　 間(空港),0,0,0,0,0,0
2014-06-01,硫黄島（空港）,0,0,0,0,0,0
2014-06-01,松　　 本(空港),0,0,0,0,0,0
2014-06-01,清水,0,0,0,1,1,0
2014-06-01,田子の浦,0,0,0,0,0,0
2014-06-01,焼津,1,9,0,0,6,0
2014-06-01,浜　　 松(空港),0,0,0,0,0,0
2014-06-01,富士山静岡（空港）,1932,7445,0,1897,7492,0
2014-06-01,中　　 部（空港）,112100,52398,36,112619,48417,52
2014-06-01,名古屋,615,7,0,609,7,0
2014-06-01,四日市,3,0,0,0,3,0
2014-06-01,敦賀,0,0,0,0,0,0
2014-06-01,七尾,0,0,0,0,0,0
2014-06-01,名 古 屋(空港),17,28,0,16,12,0
2014-06-01,衣浦,0,0,0,1,0,0
2014-06-01,金沢,0,0,0,0,0,0
2014-06-01,小　　 松(空港),2760,4340,0,3007,4224,0
2014-06-01,富　　 山(空港),1308,2625,0,1225,2544,0
2014-06-01,福井（新）,0,0,0,0,0,0
2014-06-01,伊勢湾シーバース,0,0,0,0,0,0
2014-06-01,福　　 井(空港),0,0,0,0,0,0
2014-06-01,能　　 登(空港),0,0,0,0,0,0
2014-06-01,三河,0,0,0,0,2,0
2014-06-01,伏木富山,0,31,0,0,37,0
2014-06-01,関　　 西(空港),245464,242467,212,242706,238715,407
2014-06-01,大阪,337,1497,0,291,1213,0
2014-06-01,舞鶴,364,0,0,0,0,0
2014-06-01,堺,1,3,0,0,0,0
2014-06-01,有田,0,0,0,0,0,0
2014-06-01,白　　 浜(空港),0,0,0,0,0,0
2014-06-01,和歌山下津,0,0,0,0,6,0
2014-06-01,神戸,1916,1127,5,826,370,2
2014-06-01,姫路,0,0,0,0,0,0
2014-06-01,東播磨,0,0,0,0,1,0
2014-06-01,但　　 馬(空港),0,0,0,0,0,0
2014-06-01,尼崎西宮芦屋,0,0,0,0,0,0
2014-06-01,坂出,0,0,0,1,8,0
2014-06-01,新居浜,0,0,0,0,0,0
2014-06-01,松山,0,0,0,1,0,0
2014-06-01,徳島小松島,0,0,0,0,0,0
2014-06-01,高知,0,0,0,0,0,0
2014-06-01,今治,0,0,0,0,6,0
2014-06-01,高松,0,0,0,0,0,0
2014-06-01,大西,0,0,0,0,0,0
2014-06-01,須崎,0,0,0,0,0,0
2014-06-01,波方,0,0,0,0,0,0
2014-06-01,直島,0,0,0,0,0,0
2014-06-01,松　　 山(空港),1332,616,0,1249,586,9
2014-06-01,高　　 知(空港),0,0,0,0,0,0
2014-06-01,徳　　 島(空港),0,0,0,0,0,0
2014-06-01,高　　 松(空港),1809,2862,0,1803,2994,2
2014-06-01,広島,0,2,0,1,1,0
2014-06-01,尾道糸崎,0,0,0,0,8,0
2014-06-01,呉,0,0,0,0,0,0
2014-06-01,宇野,0,0,0,0,0,0
2014-06-01,土生,0,0,0,0,0,0
2014-06-01,水島,0,2,0,2,2,0
2014-06-01,浜田,0,0,0,0,0,0
2014-06-01,境,2,479,0,368,2117,1
2014-06-01,福山,1,0,0,2,0,0
2014-06-01,常石,0,0,0,0,0,0
2014-06-01,瀬戸田,0,0,0,0,0,0
2014-06-01,安芸津,0,0,0,0,0,0
2014-06-01,能地,1,0,0,0,2,0
2014-06-01,米　　 子(空港),459,730,0,465,746,0
2014-06-01,出　　 雲(空港),0,0,0,0,0,0
2014-06-01,岡　　 山(空港),4546,1628,0,4575,1611,0
2014-06-01,鳥　　 取(空港),0,0,0,0,0,0
2014-06-01,石　　 見(空港),0,0,0,0,0,0
2014-06-01,広　　 島(空港),6166,4144,25,6547,3389,26
2014-06-01,関　　 門(下関),504,3045,0,525,3006,1
2014-06-01,宇部,0,0,0,0,5,0
2014-06-01,徳山下松,0,0,0,1,4,0
2014-06-01,萩,0,0,0,0,0,0
2014-06-01,岩　　 国(空港),0,7,0,0,15,0
2014-06-01,山口宇部(空港),131,167,0,131,167,0
2014-06-01,福　　 岡(空港),65168,67259,626,65847,67554,755
2014-06-01,博多,4827,8214,9,4830,8257,12
2014-06-01,三池,0,0,0,0,0,0
2014-06-01,唐津,0,0,0,0,0,0
2014-06-01,長崎,4,7,0,435,522,5
2014-06-01,佐世保,0,2,0,0,4,0
2014-06-01,厳原,63,7053,0,55,7336,0
2014-06-01,三角,0,0,0,0,0,0
2014-06-01,比田勝,101,8961,0,104,9218,0
2014-06-01,佐伯,0,0,0,0,1,0
2014-06-01,佐賀関,0,0,0,0,0,0
2014-06-01,大分,0,0,0,1,0,0
2014-06-01,水俣,0,0,0,0,0,0
2014-06-01,八代,0,0,0,0,0,0
2014-06-01,伊万里,0,0,0,0,0,0
2014-06-01,別府,0,0,0,0,0,0
2014-06-01,臼杵,0,0,0,0,0,0
2014-06-01,熊　　 本(空港),193,1077,0,233,771,0
2014-06-01,長洲,0,0,0,4,4,0
2014-06-01,長　　 崎(空港),263,1947,0,219,1967,5
2014-06-01,大　　 分(空港),116,384,0,95,547,0
2014-06-01,福　　 江(空港),0,0,0,0,0,0
2014-06-01,関　　 門(門司),0,3,0,1,3,0
2014-06-01,関　　 門(戸畑),2,0,0,0,0,0
2014-06-01,北 九 州(空港),3,439,0,0,449,0
2014-06-01,佐護,0,0,0,0,0,0
2014-06-01,鹿児島,414,1622,0,0,1,0
2014-06-01,鹿 児 島(空港),1425,3348,0,1684,2592,1
2014-06-01,名瀬,0,0,0,0,0,0
2014-06-01,細島,0,0,0,0,0,0
2014-06-01,志布志,0,0,0,0,0,0
2014-06-01,喜入,0,2,0,0,0,0
2014-06-01,宮　　 崎(空港),1052,1510,0,783,2344,6
2014-06-01,川内,0,0,0,0,0,0
2014-06-01,佐　　 賀(空港),926,1820,1,859,1848,0
2014-06-01,那覇,7,1335,0,624,4818,0
2014-06-01,那　　 覇(空港),4840,67754,1021,4712,66061,1237
2014-06-01,嘉 手 納(空港),15,114,0,13,88,0
2014-06-01,平良,0,2,0,0,2,0
2014-06-01,石垣,42,10154,0,916,5678,0
2014-06-01,普 天 間(空港),0,0,0,0,0,0
2014-06-01,石　　 垣(空港),35,1225,0,21,1218,0
2014-06-01,本部,0,0,0,0,0,0
2014-06-01,金武中城,3,2,0,0,1,0
2014-06-01,その他,343,13,0,2,65,0
2014-07-01,釧路,0,0,0,2220,459,3
2014-07-01,稚内,270,377,0,220,266,0
2014-07-01,根室,0,83,0,0,70,0
2014-07-01,小樽,3963,1848,7,415,81,0
2014-07-01,室蘭,0,0,0,0,0,0
2014-07-01,函館,0,17,0,0,17,0
2014-07-01,留萌,0,0,0,0,0,0
2014-07-01,苫小牧,1,0,0,0,0,0
2014-07-01,新 千 歳(空港),6889,84474,6,7044,77524,3
2014-07-01,網走,0,0,0,1645,1632,4
2014-07-01,花咲,0,0,0,0,0,0
2014-07-01,紋別,0,0,0,0,0,0
2014-07-01,函　　 館(空港),91,6297,0,97,6050,0
2014-07-01,釧　　 路(空港),36,371,0,59,218,0
2014-07-01,帯　　 広(空港),2,621,0,0,676,0
2014-07-01,石狩湾,0,0,0,0,0,0
2014-07-01,女 満 別(空港),0,338,0,0,164,0
2014-07-01,旭　　 川(空港),125,8586,0,122,7655,0
2014-07-01,中標津（空港）,0,0,0,0,0,0
2014-07-01,青森,0,0,0,0,0,0
2014-07-01,八戸,0,0,0,0,0,0
2014-07-01,釜石,0,0,0,0,0,0
2014-07-01,仙台塩釜,1,1,0,2,4,0
2014-07-01,小名浜,0,0,0,0,0,0
2014-07-01,酒田,0,0,0,0,0,0
2014-07-01,秋田船川,0,0,0,1,0,0
2014-07-01,宮古,0,0,0,0,0,0
2014-07-01,大船渡,0,0,0,0,0,0
2014-07-01,石巻,0,0,0,0,0,0
2014-07-01,三　　 沢(空港),2,42,583,4,50,241
2014-07-01,八　　 戸（空港）,0,0,0,0,0,0
2014-07-01,仙　　 台(空港),3999,2362,0,3835,1937,0
2014-07-01,秋　　 田(空港),349,406,0,370,372,0
2014-07-01,山　　 形(空港),0,0,0,0,0,0
2014-07-01,花　　 巻(空港),0,0,0,0,0,0
2014-07-01,青　　 森(空港),559,635,33,566,702,30
2014-07-01,庄　　 内(空港),0,0,0,0,0,0
2014-07-01,福　　 島(空港),0,0,0,0,0,0
2014-07-01,茨　　城(空港),876,3451,0,854,3308,0
2014-07-01,東京,0,0,0,20,0,0
2014-07-01,千葉,0,2,0,3,5,0
2014-07-01,新潟,47,1,0,0,0,0
2014-07-01,直江津,0,0,0,0,0,0
2014-07-01,横　　 田(空港),28,165,0,43,135,0
2014-07-01,鹿島,0,0,0,0,0,0
2014-07-01,木更津,0,0,0,0,0,0
2014-07-01,二見,0,1,0,0,0,0
2014-07-01,柏崎,0,0,0,0,0,0
2014-07-01,日立,0,0,0,0,0,0
2014-07-01,新　　 潟(空港),3015,2626,0,3327,2193,0
2014-07-01,羽　　 田(空港),317093,165696,929,323601,163194,1021
2014-07-01,成　　 田(空港),548963,443756,11644,583986,455461,11214
2014-07-01,横浜,967,37,0,830,30,0
2014-07-01,横須賀,0,4,0,0,1,0
2014-07-01,川崎,0,1,0,0,0,0
2014-07-01,厚　　 木(空港),0,2,0,4,3,0
2014-07-01,入　　 間(空港),0,0,0,0,0,0
2014-07-01,硫黄島（空港）,0,0,0,0,0,0
2014-07-01,松　　 本(空港),0,0,0,0,0,0
2014-07-01,清水,0,2,0,0,1,0
2014-07-01,田子の浦,0,0,0,0,0,0
2014-07-01,焼津,5,8,0,0,4,0
2014-07-01,浜　　 松(空港),0,0,0,0,0,0
2014-07-01,富士山静岡（空港）,1908,9051,3,1822,9615,0
2014-07-01,中　　 部（空港）,115467,54180,55,118998,50501,33
2014-07-01,名古屋,6,1,0,3,3,0
2014-07-01,四日市,0,0,0,5,4,0
2014-07-01,敦賀,0,0,0,0,0,0
2014-07-01,七尾,0,2,0,0,0,0
2014-07-01,名 古 屋(空港),10,27,0,15,43,0
2014-07-01,衣浦,1,0,0,0,0,0
2014-07-01,金沢,0,0,0,0,0,0
2014-07-01,小　　 松(空港),2945,3992,0,2938,3805,0
2014-07-01,富　　 山(空港),1392,3271,0,1506,2598,0
2014-07-01,福井（新）,0,0,0,0,5,0
2014-07-01,伊勢湾シーバース,0,0,0,0,0,0
2014-07-01,福　　 井(空港),0,0,0,0,0,0
2014-07-01,能　　 登(空港),0,0,0,0,0,0
2014-07-01,三河,0,1,0,3,0,0
2014-07-01,伏木富山,0,29,0,0,28,0
2014-07-01,関　　 西(空港),259032,281052,435,265208,272924,392
2014-07-01,大阪,343,1733,0,400,1252,0
2014-07-01,舞鶴,0,0,0,0,0,0
2014-07-01,堺,0,1,0,0,0,0
2014-07-01,有田,0,0,0,0,0,0
2014-07-01,白　　 浜(空港),0,0,0,0,0,0
2014-07-01,和歌山下津,0,0,0,0,0,0
2014-07-01,神戸,212,106,0,27,116,0
2014-07-01,姫路,0,1,0,0,1,0
2014-07-01,東播磨,0,0,0,0,0,0
2014-07-01,但　　 馬(空港),0,0,0,0,0,0
2014-07-01,尼崎西宮芦屋,0,0,0,0,1,0
2014-07-01,坂出,0,0,0,0,0,0
2014-07-01,新居浜,0,1,0,0,0,0
2014-07-01,松山,0,0,0,0,0,0
2014-07-01,徳島小松島,0,0,0,0,0,0
2014-07-01,高知,0,0,0,0,0,0
2014-07-01,今治,0,0,0,0,0,0
2014-07-01,高松,0,0,0,0,0,0
2014-07-01,大西,0,0,0,0,1,0
2014-07-01,須崎,0,0,0,0,0,0
2014-07-01,波方,0,0,0,0,5,0
2014-07-01,直島,0,0,0,0,0,0
2014-07-01,松　　 山(空港),625,390,0,554,458,0
2014-07-01,高　　 知(空港),0,0,0,0,0,0
2014-07-01,徳　　 島(空港),0,0,0,0,0,0
2014-07-01,高　　 松(空港),2153,3706,0,1851,3654,0
2014-07-01,広島,0,2,0,2,0,0
2014-07-01,尾道糸崎,0,0,0,1,7,0
2014-07-01,呉,0,0,0,0,0,0
2014-07-01,宇野,0,0,0,0,0,0
2014-07-01,土生,2,0,0,0,0,0
2014-07-01,水島,1,0,0,0,0,0
2014-07-01,浜田,0,0,0,0,0,0
2014-07-01,境,22,584,0,714,3269,16
2014-07-01,福山,0,0,0,0,0,0
2014-07-01,常石,0,0,0,0,0,0
2014-07-01,瀬戸田,0,0,0,0,0,0
2014-07-01,安芸津,0,0,0,0,0,0
2014-07-01,能地,0,0,0,0,0,0
2014-07-01,米　　 子(空港),371,1686,0,333,822,0
2014-07-01,出　　 雲(空港),116,142,0,116,142,0
2014-07-01,岡　　 山(空港),4669,1863,0,4871,1770,0
2014-07-01,鳥　　 取(空港),0,0,0,0,0,0
2014-07-01,石　　 見(空港),49,0,0,132,0,0
2014-07-01,広　　 島(空港),6529,4319,43,7105,4687,20
2014-07-01,関　　 門(下関),689,3823,1,776,3827,0
2014-07-01,宇部,0,0,0,0,0,0
2014-07-01,徳山下松,0,0,0,0,0,0
2014-07-01,萩,0,0,0,0,2,0
2014-07-01,岩　　 国(空港),3,18,0,0,12,0
2014-07-01,山口宇部(空港),0,0,0,0,0,0
2014-07-01,福　　 岡(空港),63583,73276,2,64490,72295,978
2014-07-01,博多,4626,17516,6,4559,12785,3
2014-07-01,三池,0,0,0,0,0,0
2014-07-01,唐津,0,0,0,0,1,0
2014-07-01,長崎,1242,4107,15,607,1315,0
2014-07-01,佐世保,0,0,0,0,0,0
2014-07-01,厳原,51,6773,0,87,6926,0
2014-07-01,三角,0,0,0,0,0,0
